record_index	shape_value	delta_value	shape	shape_2bit_bytes	phrase_plain
6668	9553498	0	[4 4 3 4 3 1 3 2]	fb89	tarrito verdura pollo ternera desde 6 meses hero
6669	9553498	0	[4 4 3 4 3 1 3 2]	fb89	postre lacteo fresa platano desde 6 meses sin
6670	9553498	0	[4 4 3 4 3 1 3 2]	fb89	tarrito verdura pollo ternera desde 6 meses hero
6671	9553498	0	[4 4 3 4 3 1 3 2]	fb89	postre lacteo fresa platano desde 6 meses sin
6672	9553536	38	[4 4 3 4 3 2]	fb90	palacios chorizo sarta picante pieza 6g
6673	9553552	16	[4 4 3 4 3 2 2]	fb94	aladdin algodon magico limpia metale bote vig
6674	9553572	20	[4 4 3 4 3 2 4 4]	fb9f	champu violeta gris radiante suave hair biolog3 pantene
6675	9553616	44	[4 4 3 4 3 3 2]	fba4	gallina blanca salsa pimienta verde sobre bog
6676	9553616	0	[4 4 3 4 3 3 2]	fba4	anchoas aceite oliva virgen extra orti6 meg
6677	9553689	73	[4 4 3 4 3 4 3 1]	fbb8	postre lacteo fruta variadas qeso fresco desde 8
6678	9553993	304	[4 4 3 4 4 1 1 1]	fbc0	postre delicias toffe nestle lechera p 2 ud
6679	9553993	0	[4 4 3 4 4 1 1 1]	fbc0	postre delicias trufa nestle lechera p 2 ud
6680	9554010	17	[4 4 3 4 4 1 3 2]	fbc9	garcia baqero qeso me6cla reserva k meses cuna
6681	9554016	6	[4 4 3 4 4 1 4]	fbcc	susaron la7sana sabor ciruela estuche e bolsita
6682	9554048	32	[4 4 3 4 4 2]	fbd0	cerveza artesana sagra premium botella vc
6683	9554048	0	[4 4 3 4 4 2]	fbd0	ladron manzana sidra manzana botella dc
6684	9554048	0	[4 4 3 4 4 2]	fbd0	tampone compak pearl regular tampa7 teud
6685	9554048	0	[4 4 3 4 4 2]	fbd0	cerveza artesana sagra premium botella vc
6686	9554048	0	[4 4 3 4 4 2]	fbd0	burguer vegetal deluxe garden gourmet otg
6687	9554121	73	[4 4 3 4 4 3 1 1]	fbe0	cerveza amstel 1sin alcohol radler limon p k
6688	9554121	0	[4 4 3 4 4 3 1 1]	fbe0	cerveza amstel 1sin alcohol radler limon p k
6689	9554128	7	[4 4 3 4 4 3 2]	fbe4	cepillo dental junior cabezal peqeno vitis 1ud
6690	9554130	2	[4 4 3 4 4 3 2 2]	fbe5	cerveza amstel 1sin alcohol radler limon lata vc
6691	9554130	0	[4 4 3 4 4 3 2 2]	fbe5	cerveza amstel 1sin alcohol radler limon lata vc
6692	9554265	135	[4 4 3 4 4 5 3 1]	overflow_word_gt4	postre lacteo suave cremoso platano melocoton desde 6
6693	9554432	167	[4 4 3 4 5]	overflow_word_gt4	galleta rellena sabor tiramisu hacendado
6694	9554560	128	[4 4 3 4 5 2]	overflow_word_gt4	esponja vegetal suave delicada carrefour 1ud
6695	9554594	34	[4 4 3 4 5 2 4 2]	overflow_word_gt4	chorizo iberico extra loncha carrefour sin gluten acg
6696	9554610	16	[4 4 3 4 5 2 6 2]	overflow_word_gt4	toallita absorbe color suciedad ecologica dr beckmann eud
6697	9554825	215	[4 4 3 4 5 6 1 1]	overflow_word_gt4	snack dental perro medianos pedigree dentasti7 p j
6698	9555456	631	[4 4 3 4 7]	overflow_word_gt4	mascara pestana cejas deliplu transparen
6699	9555968	512	[4 4 3 5]	overflow_word_gt4	castana tostada pelada hacendado
6700	9555968	0	[4 4 3 5]	overflow_word_gt4	infusion manzana canela hacendado
6701	9555968	0	[4 4 3 5]	overflow_word_gt4	infusion manzana canela hacendado
6702	9555968	0	[4 4 3 5]	overflow_word_gt4	chicle sandia lamina hacendado
6703	9556554	586	[4 4 3 5 1 1 1 2]	overflow_word_gt4	anchoas aceite oliva carrefour p 3 ud bog
6704	9556688	134	[4 4 3 5 1 3 2]	overflow_word_gt4	halls caramelo sabor miellimon p 2uds meg
6705	9556992	304	[4 4 3 5 2]	overflow_word_gt4	pimienta blanca molida carrefour bog
6706	9556992	0	[4 4 3 5 2]	overflow_word_gt4	champu brillo expre carrefour pml
6707	9556992	0	[4 4 3 5 2]	overflow_word_gt4	anchoas aceite oliva carrefour bog
6708	9556992	0	[4 4 3 5 2]	overflow_word_gt4	galleta rellena crema chocolate 6g
6709	9556992	0	[4 4 3 5 2]	overflow_word_gt4	anchoas aceite oliva carrefour bog
6710	9556992	0	[4 4 3 5 2]	overflow_word_gt4	cereales relleno leche carrefour ajg
6711	9556992	0	[4 4 3 5 2]	overflow_word_gt4	anchoas aceite oliva carrefour bog
6712	9557257	265	[4 4 3 5 2 4 1 1]	overflow_word_gt4	chorizo iberico extra carrefour sin gluten p 2
6713	9557328	71	[4 4 3 5 2 5 2]	overflow_word_gt4	galleta rellena crema chocolate mega carrefour kg
6714	9557328	0	[4 4 3 5 2 5 2]	overflow_word_gt4	galleta rellena crema chocolate mini principe ibg
6715	9557328	0	[4 4 3 5 2 5 2]	overflow_word_gt4	galleta rellena crema chocolate mini principe ibg
6716	9557580	252	[4 4 3 5 3 1 1 4]	overflow_word_gt4	compota manzana fresa carrefour kids p 4 bolsita
6717	9557632	52	[4 4 3 5 3 2]	overflow_word_gt4	condan muffin pepita chocolate bolsa lig
6718	9557666	34	[4 4 3 5 3 2 4 2]	overflow_word_gt4	gullon galleta dibus sharkies cacao sin gluten caja
6719	9557723	57	[4 4 3 5 3 3 3 3]	overflow_word_gt4	grefusa mister corn cocktail mi75 fruto secos bolsa
6720	9557854	131	[4 4 3 5 3 5 3 6]	overflow_word_gt4	cepillo dental diente sensible repair protect suave sensod3ne
6721	9558144	290	[4 4 3 5 4 2]	overflow_word_gt4	serenito aceite oliva seleccion gourmet fug
6722	9558160	16	[4 4 3 5 4 2 2]	overflow_word_gt4	gallina blanca fideos orientale yatekomo vaso hag
6723	9558160	0	[4 4 3 5 4 2 2]	overflow_word_gt4	gallina blanca fideos orientale yakisoba vaso erg
6724	9558178	18	[4 4 3 5 4 2 4 2]	overflow_word_gt4	galleta qinoa canela ecologicas celibene sin gluten xag
6725	9558224	46	[4 4 3 5 4 3 2]	overflow_word_gt4	gallina blanca fideos orientale yakisoba sobre erg
6726	9558250	26	[4 4 3 5 4 3 5 2]	overflow_word_gt4	bacalao skrei salado desmigado calidad origen carrefour 6g
6727	9558298	48	[4 4 3 5 4 4 3 2]	overflow_word_gt4	sarten clasica acero esmaltado magefesa danubio piedra ec
6728	9558298	0	[4 4 3 5 4 4 3 2]	overflow_word_gt4	sarten clasica acero esmaltado magefesa danubio piedra nc
6729	9558298	0	[4 4 3 5 4 4 3 2]	overflow_word_gt4	sarten clasica acero esmaltado magefesa danubio piedra bc
6730	9558867	569	[4 4 3 5 5 5 2 3]	overflow_word_gt4	molte7 premium panale s3stem channel protect osk talla
6731	9561600	2733	[4 4 3 6 3]	overflow_word_gt4	ginebra london dr3 kingerl3 sons
6732	9561906	306	[4 4 3 6 3 4 6 2]	overflow_word_gt4	mascara pestana lash sensational efecto abanico ma3belline 1ud
6733	9561906	0	[4 4 3 6 3 4 6 2]	overflow_word_gt4	mascara pestana lash sensational efecto abanico ma3belline 1ud
6734	9562267	361	[4 4 3 6 4 2 3 3]	overflow_word_gt4	estuche shakira dance midnigth colonia boml bod3 lotion
6735	9562314	47	[4 4 3 6 4 3 1 2]	overflow_word_gt4	nestle energ3 leche crecimiento galleta maria 2 anos
6736	9562314	0	[4 4 3 6 4 3 1 2]	overflow_word_gt4	nestle energ3 leche crecimiento galleta maria 2 anos
6737	9566352	4038	[4 4 3 7 4 2 2]	overflow_word_gt4	nestle nesqik cacao instantaneo intenso lata big
6738	9566848	496	[4 4 3 7 5 2]	overflow_word_gt4	galleta rellena crema blackroll carrefour vug
6739	9568256	1408	[4 4 4]	fc	embutido surtido oreado
6740	9568256	0	[4 4 4]	fc	rizador pestana deliplu
6741	9568256	0	[4 4 4]	fc	apositos ampolla rozadura
6742	9568256	0	[4 4 4]	fc	levadura fresca levital
6743	9568256	0	[4 4 4]	fc	ensalada me6cla gourmet
6744	9568256	0	[4 4 4]	fc	pincel colorete deliplu
6745	9568256	0	[4 4 4]	fc	tampone regular tampa7
6746	9568256	0	[4 4 4]	fc	caramelo original halls
6747	9568256	0	[4 4 4]	fc	barrita verdura roedores
6748	9568256	0	[4 4 4]	fc	caramelo original halls
6749	9572352	4096	[4 4 4 1]	fc	paletina canaria encalar 4
6750	9573952	1600	[4 4 4 1 3 1]	fc80	nestle yogolino platano p 471 g
6751	9573978	26	[4 4 4 1 3 1 3 2]	fc89	panceta iberica envasada al vacio el chico sin
6752	9574252	274	[4 4 4 1 3 5 5 4]	overflow_word_gt4	champu limpia protege el cuero cabelludo extracto natural
6753	9574656	404	[4 4 4 1 4 4]	fcf0	surtido bombone sen6za 1 azucares anadidos
6754	9576448	1792	[4 4 4 2]	fd	fusilli lunghi garofalo kg
6755	9576448	0	[4 4 4 2]	fd	aceite girasol koipesol 1l
6756	9576448	0	[4 4 4 2]	fd	vinagre manzana 3barra kml
6757	9576448	0	[4 4 4 2]	fd	vermut martini blanco ll
6758	9576448	0	[4 4 4 2]	fd	vermut cinzano blanco 1l
6759	9576448	0	[4 4 4 2]	fd	3barra espinaca frasco ixg
6760	9576448	0	[4 4 4 2]	fd	chuleta sajonia bandeja yag
6761	9576448	0	[4 4 4 2]	fd	sardina ahumada bogamar fog
6762	9576448	0	[4 4 4 2]	fd	ensalada salmon ahumado lig
6763	9576448	0	[4 4 4 2]	fd	esponja inglesa suavinex 1ud
6764	9576448	0	[4 4 4 2]	fd	barrita galleta chips ahoy
6765	9576448	0	[4 4 4 2]	fd	carbon vegetal carcoa 3k
6766	9576448	0	[4 4 4 2]	fd	panuelos original kleenex kud
6767	9576448	0	[4 4 4 2]	fd	3barra espinaca frasco ixg
6768	9576448	0	[4 4 4 2]	fd	panuelos disne3 kleenex lud
6769	9576448	0	[4 4 4 2]	fd	corazon cogollo lechuga kg
6770	9576448	0	[4 4 4 2]	fd	aceite girasol koipesol 1l
6771	9576448	0	[4 4 4 2]	fd	vermut cinzano blanco 1l
6772	9576448	0	[4 4 4 2]	fd	bandeja carton redonda ph
6773	9576448	0	[4 4 4 2]	fd	cerveza coronita botella suc
6774	9576448	0	[4 4 4 2]	fd	barmon ginebra botella vec
6775	9576448	0	[4 4 4 2]	fd	galleta semilla hogarena axg
6776	9576448	0	[4 4 4 2]	fd	gordon ginebra botella 1l
6777	9576448	0	[4 4 4 2]	fd	vermut martini blanco 1l
6778	9576448	0	[4 4 4 2]	fd	cerveza coronita botella suc
6779	9576448	0	[4 4 4 2]	fd	aceite girasol koipesol 1l
6780	9576448	0	[4 4 4 2]	fd	vermut martini blanco 1l
6781	9577472	1024	[4 4 4 2 2]	fd40	ferrero rocher bombone caja avg
6782	9577472	0	[4 4 4 2 2]	fd40	ferrero rocher bombone caja lig
6783	9577472	0	[4 4 4 2 2]	fd40	sardina aceite vegetal orbe ibg
6784	9577616	144	[4 4 4 2 2 2 2]	fd54	pants huggies pullup nino t4 ink teud
6785	9577762	146	[4 4 4 2 2 4 4 2]	fd7d	spra3 cabello brillo todo tipo cabello deliplu sin
6786	9578112	350	[4 4 4 2 3 2]	fd90	alubia blanca premium don pedro 1k
6787	9578112	0	[4 4 4 2 3 2]	fd90	ecocesta tortita espelta bio bolsa itg
6788	9578112	0	[4 4 4 2 3 2]	fd90	ecocesta tortita espelta bio bolsa itg
6789	9578128	16	[4 4 4 2 3 2 2]	fd94	cerveza amstel radler zumo limon lata vc
6790	9578216	88	[4 4 4 2 3 3 5]	overflow_word_gt4	bunuelos surtido relleno nata crema trufa congelado
6791	9578216	0	[4 4 4 2 3 3 5]	overflow_word_gt4	bunuelos surtido relleno nata crema trufa congelado
6792	9578640	424	[4 4 4 2 4 2 2]	fdd4	nestle papilla cereales sin gluten caja kg
6793	9578768	128	[4 4 4 2 4 4 2]	fdf4	serrano fiambre pechuga pavo loncha bandeja atg
6794	9578768	0	[4 4 4 2 4 4 2]	fdf4	antonio bandera colonia the secret frasco acml
6795	9578786	18	[4 4 4 2 4 4 4 2]	fdfd	antonio bandera colonia the golden secret frasco acml
6796	9578786	0	[4 4 4 2 4 4 4 2]	fdfd	antonio bandera colonia the golden secret frasco acml
6797	9579008	222	[4 4 4 2 5]	overflow_word_gt4	aceite girasol refinado 2o hacendado
6798	9579242	234	[4 4 4 2 5 3 5 2]	overflow_word_gt4	colgate cepillo dental fao advanced medio blister 1ud
6799	9580544	1302	[4 4 4 3]	fe	caramelo blando relleno dolis
6800	9580544	0	[4 4 4 3]	fe	disuelve mancha bosqe verde
6801	9581146	602	[4 4 4 3 1 1 3 2]	fe09	cerveza amstel radler limon p k latas vc
6802	9581146	0	[4 4 4 3 1 1 3 2]	fe09	cerveza amstel radler limon p k latas vc
6803	9581154	8	[4 4 4 3 1 1 4 2]	fe0d	cerveza amstel radler limon p 6 botella dc
6804	9581267	113	[4 4 4 3 1 3 2 3]	fe26	tarrito verdura merluza desde 8 meses hero bab3
6805	9581284	17	[4 4 4 3 1 3 4 4]	fe2f	postre lacteo natural desde 6 meses nestle yogolino
6806	9581292	8	[4 4 4 3 1 3 5 4]	overflow_word_gt4	tarrito ternera verdura desde 6 meses ecologico smileat
6807	9581568	276	[4 4 4 3 2]	fe40	frijole hacienda texicana maggi ixg
6808	9581568	0	[4 4 4 3 2]	fe40	turron praline sacher vicen lig
6809	9581568	0	[4 4 4 3 2]	fe40	qesada pasiega nuestra tierra ifg
6810	9581712	144	[4 4 4 3 2 2 2]	fe54	original remedies champu tesoro miel bote liml
6811	9581904	192	[4 4 4 3 2 5 2]	overflow_word_gt4	colgate cepillo dental medio fao blister 1ud
6812	9581912	8	[4 4 4 3 2 5 3]	overflow_word_gt4	biozoo cepillo raqeta caucho 1ud diferente modelo
6813	9581912	0	[4 4 4 3 2 5 3]	overflow_word_gt4	biozoo cepillo raqeta caucho 1ud diferente modelo
6814	9582080	168	[4 4 4 3 3]	fe80	chorizo bellota iberico cular covap
6815	9582080	0	[4 4 4 3 3]	fe80	chorizo bellota iberico cular covap
6816	9582152	72	[4 4 4 3 3 1 1]	fe80	toallita lavadora bosqe verde accion 2 1
6817	9582208	56	[4 4 4 3 3 2]	fe90	rollin salmon cheese sushi dail3 6ud
6818	9582208	0	[4 4 4 3 3 2]	fe90	villar chorizo iberico extra pieza xag
6819	9582592	384	[4 4 4 3 4]	fec0	limpia lavadora bosqe verde liqido
6820	9582696	104	[4 4 4 3 4 1 5]	overflow_word_gt4	gallina blanca avecrem pollo estuche b pastilla
6821	9582696	0	[4 4 4 3 4 1 5]	overflow_word_gt4	gallina blanca avecrem pollo estuche 8 pastilla
6822	9582720	24	[4 4 4 3 4 2]	fed0	chorizo primera especial cocina palacios uqg
6823	9582736	16	[4 4 4 3 4 2 2]	fed4	esponja limpia calzado color marron yak 1ud
6824	9582795	59	[4 4 4 3 4 3 1 3]	fee2	tarrito verdura ternera arro6 trocito desde g meses
6825	9582795	0	[4 4 4 3 4 3 1 3]	fee2	tarrito verdura ternera arro6 trocito desde g meses
6826	9582857	62	[4 4 4 3 4 4 1 1]	fef0	postre delicias galleta maria nestle lechera p 2
6827	9582864	7	[4 4 4 3 4 4 2]	fef4	gallina blanca sofrito tomate cebolla frasco asg
6828	9582928	64	[4 4 4 3 4 5 2]	overflow_word_gt4	infusion frutal manzana canela bolsita horniman eud
6829	9583232	304	[4 4 4 3 5 2]	overflow_word_gt4	lenteja verdura aceite oliva carrefour yag
6830	9583232	0	[4 4 4 3 5 2]	overflow_word_gt4	lenteja verdura aceite oliva carrefour yag
6831	9583232	0	[4 4 4 3 5 2]	overflow_word_gt4	lenteja verdura aceite oliva carrefour yag
6832	9583379	147	[4 4 4 3 5 4 2 3]	overflow_word_gt4	manzana golden calidad origen carrefour granel 1k apro7
6833	9584400	1021	[4 4 4 3 7 4 2]	overflow_word_gt4	mascara pestana aceite argan wonderfull rimmel 1ud
6834	9584640	240	[4 4 4 4]	ff	rollon alivio picadura deliplu
6835	9584640	0	[4 4 4 4]	ff	cordone marrone calzado sport
6836	9584640	0	[4 4 4 4]	ff	cerveza abadia tostada helecine
6837	9584640	0	[4 4 4 4]	ff	rollon alivio picadura deliplu
6838	9585152	512	[4 4 4 4 1]	ff00	marqes riscal verdejo blanco me
6839	9585152	0	[4 4 4 4 1]	ff00	marqes riscal verdejo blanco me
6840	9585280	128	[4 4 4 4 1 2]	ff10	tampa7 tampone compak regular p teud
6841	9585280	0	[4 4 4 4 1 2]	ff10	tampa7 tampone compak regular p teud
6842	9585664	384	[4 4 4 4 2]	ff40	estuche belleza chamo3 amiguis 1ud
6843	9585664	0	[4 4 4 4 2]	ff40	apositos ampolla extreme compeed 5ud
6844	9585664	0	[4 4 4 4 2]	ff40	neceser minnie redondo grande asas
6845	9585664	0	[4 4 4 4 2]	ff40	vermut martini reserva ambrato vic
6846	9585792	128	[4 4 4 4 2 2]	ff50	cerveza artesana arriaca porter lata vc
6847	9585824	32	[4 4 4 4 2 2 4]	ff5c	champu volumen deliplu cabello fino sin volumen
6848	9585856	32	[4 4 4 4 2 3]	ff60	tampa7 compak tampon regular caja ouds
6849	9585856	0	[4 4 4 4 2 3]	ff60	tampa7 compak tampon regular caja ouds
6850	9585876	20	[4 4 4 4 2 3 2 4]	ff67	galleta cereales vitamina calcio mini tosta rica cuetara
6851	9586304	428	[4 4 4 4 3 2]	ff90	nestle naturne manzana platano pouch pog
6852	9586384	80	[4 4 4 4 3 3 2]	ffa4	nestle naturne manzana platano avena pouch pog
6853	9586387	3	[4 4 4 4 3 3 2 3]	ffa6	chorizo iberico ristra embutido nejosa pieza iqg apro7
6854	9586512	125	[4 4 4 4 3 5 2]	overflow_word_gt4	champu brillo suavidad cabello graso carrefour pml
6855	9586512	0	[4 4 4 4 3 5 2]	overflow_word_gt4	champu brillo suavidad cabello graso carrefour pml
6856	9586688	176	[4 4 4 4 4]	ffc0	champu h3dra deliplu cabello normal
6857	9586688	0	[4 4 4 4 4]	ffc0	cerveza artesana marzen tostada virgen
6858	9586688	0	[4 4 4 4 4]	ffc0	chorizo bellota iberico cortado maqina
6859	9586816	128	[4 4 4 4 4 2]	ffd0	cepillo cabello termico ionico deliplu dml
6860	9586816	0	[4 4 4 4 4 2]	ffd0	cepillo cabello termico ionico deliplu caml
6861	9586896	80	[4 4 4 4 4 3 2]	ffe4	nestle naturne platano naranja galleta pouch pog
6862	9586914	18	[4 4 4 4 4 3 4 2]	ffed	champu cuidado clasico cabello normal mi7to pantene iqml
6863	9586914	0	[4 4 4 4 4 3 4 2]	ffed	champu cuidado clasico cabello normal mi7to pantene iqml
6864	9586922	8	[4 4 4 4 4 3 5 2]	overflow_word_gt4	champu cuidado clasico cabello normal graso tresemme amml
6865	9586922	0	[4 4 4 4 4 3 5 2]	overflow_word_gt4	champu cuidado clasico cabello normal graso tresemme amml
6866	9587328	406	[4 4 4 4 5 2]	overflow_word_gt4	infusion rooibos vainilla bolsita pompadour eud
6867	9587490	162	[4 4 4 4 5 4 4 2]	overflow_word_gt4	nestle barrita cereales fitnes chocolate pack6 estuche ivg
6868	9587520	30	[4 4 4 4 5 5]	overflow_word_gt4	limpia azulejos interior leifheit flexipad turqesa
6869	9588736	1216	[4 4 4 5]	overflow_word_gt4	galleta tostada animadas hacendado
6870	9588736	0	[4 4 4 5]	overflow_word_gt4	sardina aceite girasol hacendado
6871	9588736	0	[4 4 4 5]	overflow_word_gt4	chuleta cordero lechal congelada
6872	9589448	712	[4 4 4 5 1 3 1]	overflow_word_gt4	nestle yogolino platano melocoton p 676 g
6873	9589760	312	[4 4 4 5 2]	overflow_word_gt4	peskito salmon empanado pescanova lig
6874	9589760	0	[4 4 4 5 2]	overflow_word_gt4	salmon ahumado noruego carrefour acg
6875	9589760	0	[4 4 4 5 2]	overflow_word_gt4	salmon ahumado noruego carrefour iqg
6876	9590109	349	[4 4 4 5 2 5 3 5]	overflow_word_gt4	colgate cepillo dental electrico fao surroudd medio blister
6877	9590272	163	[4 4 4 5 3]	overflow_word_gt4	tampone regular deliplu aplicador suave
6878	9590355	83	[4 4 4 5 3 1 2 3]	overflow_word_gt4	lindt lindor bombon chocolate leche ud peso apro7
6879	9590355	0	[4 4 4 5 3 1 2 3]	overflow_word_gt4	lindt lindor bombon chocolate leche ud peso apro7
6880	9590400	45	[4 4 4 5 3 2]	overflow_word_gt4	mayonesa aceite girasol carrefour envase atml
6881	9590464	64	[4 4 4 5 3 3]	overflow_word_gt4	cereales semilla granola hacendado fruto secos
6882	9590506	42	[4 4 4 5 3 3 5 2]	overflow_word_gt4	colgate cepillo dental electrico minion ninos blister 1ud
6883	9590912	406	[4 4 4 5 4 2]	overflow_word_gt4	granini nectar naranja zanahoria botella 1l
6884	9590912	0	[4 4 4 5 4 2]	overflow_word_gt4	tarrito manzana naranja ecologico smileat fug
6885	9590912	0	[4 4 4 5 4 2]	overflow_word_gt4	galleta cereales vitamina dinosaurus artiach asg
6886	9590928	16	[4 4 4 5 4 2 2]	overflow_word_gt4	me6cla cereales soluble ecologicos nestle eko ajg
6887	9590928	0	[4 4 4 5 4 2 2]	overflow_word_gt4	me6cla cereales soluble magnesio nestle eko jug
6888	9590936	8	[4 4 4 5 4 2 3]	overflow_word_gt4	avellana cascara gigante carrefour granel kg apro7
6889	9590936	0	[4 4 4 5 4 2 3]	overflow_word_gt4	chorizo bellota iberico sanche6 montero lig apro7
6890	9591018	82	[4 4 4 5 4 3 5 2]	overflow_word_gt4	bacalao skrei desalado desmigado calidad origen carrefour 6g
6891	9591120	102	[4 4 4 5 4 5 2]	overflow_word_gt4	signal cepillo dental vertical expert blister 1ud
6892	9591120	0	[4 4 4 5 4 5 2]	overflow_word_gt4	signal cepillo dental vertical expert blister 1ud
6893	9591506	386	[4 4 4 5 5 3 2 2]	overflow_word_gt4	tarrito manzana platano ecologico carrefour bab3 bio xag
6894	9594514	3008	[4 4 4 6 3 2 2 2]	overflow_word_gt4	herbal essence champu hidratante leche coco bio bote
6895	9594880	366	[4 4 4 6 4]	overflow_word_gt4	cepillo limpia inodoros rozenball fucsia
6896	9598291	3411	[4 4 4 7 2 5 2 3]	overflow_word_gt4	calamar peqeno limpio descongelado sin barqilla sin tripa
6897	9598291	0	[4 4 4 7 2 5 2 3]	overflow_word_gt4	calamar peqeno limpio descongelado sin barqilla sin tripa
6898	9598291	0	[4 4 4 7 2 5 2 3]	overflow_word_gt4	calamar peqeno limpio descongelado sin barqilla sin tripa
6899	9599286	995	[4 4 4 7 4 4 6 6]	overflow_word_gt4	champu cuidado arcilla extraordinari cabello normal tendencia engrasarse
6900	9601024	1738	[4 4 5]	overflow_word_gt4	chuleta cordero paletilla
6901	9601024	0	[4 4 5]	overflow_word_gt4	cortado capsula hacendado
6902	9601024	0	[4 4 5]	overflow_word_gt4	alubias riojana hacendado
6903	9601024	0	[4 4 5]	overflow_word_gt4	cerveza abadia tongerlo
6904	9601024	0	[4 4 5]	overflow_word_gt4	caramelo blando hacendado
6905	9601024	0	[4 4 5]	overflow_word_gt4	galleta tostada hacendado
6906	9601024	0	[4 4 5]	overflow_word_gt4	palomita caramelo hacendado
6907	9601024	0	[4 4 5]	overflow_word_gt4	alubias riojana hacendado
6908	9601024	0	[4 4 5]	overflow_word_gt4	caramelo liqido hacendado
6909	9601024	0	[4 4 5]	overflow_word_gt4	infusion salvia hacendado
6910	9601024	0	[4 4 5]	overflow_word_gt4	panceta adobada torre6no
6911	9601024	0	[4 4 5]	overflow_word_gt4	alistado mediano congelado
6912	9601024	0	[4 4 5]	overflow_word_gt4	galleta cookies hacendado
6913	9605712	4688	[4 4 5 1 1 1 2]	overflow_word_gt4	granini nectar melocoton p 3 ud xaml
6914	9606976	1264	[4 4 5 1 3 5]	overflow_word_gt4	papilla coctel tropical 8 meses hacendado
6915	9607424	448	[4 4 5 1 4 4]	overflow_word_gt4	galleta espelta hacendado 1 azucares anadidos
6916	9607888	464	[4 4 5 1 5 3 2]	overflow_word_gt4	turron cremoso macadamia al chocolate vicen lig
6917	9609216	1328	[4 4 5 2]	overflow_word_gt4	ensalada gourmet carrefour gag
6918	9609216	0	[4 4 5 2]	overflow_word_gt4	corazon escarola carrefour jug
6919	9609216	0	[4 4 5 2]	overflow_word_gt4	ensalada delicius carrefour acg
6920	9609216	0	[4 4 5 2]	overflow_word_gt4	vinagre manzana carrefour 1l
6921	9609216	0	[4 4 5 2]	overflow_word_gt4	espirale vegetale carrefour kg
6922	9609216	0	[4 4 5 2]	overflow_word_gt4	caballa andaluza belomonte lg
6923	9609216	0	[4 4 5 2]	overflow_word_gt4	ensalada delicius carrefour acg
6924	9609216	0	[4 4 5 2]	overflow_word_gt4	ensalada gourmet carrefour gag
6925	9609216	0	[4 4 5 2]	overflow_word_gt4	vinagre manzana carrefour 1l
6926	9609216	0	[4 4 5 2]	overflow_word_gt4	orejones desecado carrefour xag
6927	9609216	0	[4 4 5 2]	overflow_word_gt4	cebolla blanca carrefour kg
6928	9609216	0	[4 4 5 2]	overflow_word_gt4	bunuelos bacalao congelado yag
6929	9609216	0	[4 4 5 2]	overflow_word_gt4	ensalada delicius carrefour acg
6930	9609216	0	[4 4 5 2]	overflow_word_gt4	orejones desecado carrefour xag
6931	9609216	0	[4 4 5 2]	overflow_word_gt4	ensalada gourmet carrefour gag
6932	9609216	0	[4 4 5 2]	overflow_word_gt4	corazone palmito carrefour 6g
6933	9609216	0	[4 4 5 2]	overflow_word_gt4	limpia lavadora carrefour 6ml
